company,type_name,os,gpu_company,cpu_model,screen_type,touchscreen,ips_panel,ppi,ssd,hdd,flash_storage,hybrid,ram,weight,cpu_freq,price
Asus,Notebook,Windows,Intel,Intel Other,Standard,0,0,141.21199808219862,128,0,0,0,8,2.0,1.1,10.341903760783978
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,1024,1024,0,0,32,3.4999999999999996,2.8,12.161138039136294
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,1024,0,0,16,3.4999999999999996,2.6,11.73773962004856
Toshiba,Ultrabook,Windows,Nvidia,Intel Core i7,Full HD,0,1,157.3505121487356,512,0,0,0,16,1.47,2.6,11.450911753815769
Lenovo,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.2,1.6,9.77166897791528
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,512,0,0,0,16,1.7,2.7,11.715801000711933
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,157.3505121487356,256,1024,0,0,16,1.6,2.8,11.52042725604055
MSI,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.2,2.5,10.96859476264684
Lenovo,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,0,1024,0,0,4,2.4,2.8,10.882339852663634
Acer,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,1024,0,0,16,3.4999999999999996,2.8,11.715801000711933
Dell,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.62,2.5,10.86822553264791
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.24,2.8,11.175254510173374
Vero,Notebook,Windows,Intel,Intel Other,Standard,0,0,157.3505121487356,0,0,32,0,4,1.22,1.1,9.288411907396338
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,165.6321180513006,512,0,0,0,8,1.37,2.7,11.561363186086522
Lenovo,2 in 1 Convertible,Windows,AMD,Intel Core i5,Full HD,1,0,141.21199808219862,256,0,0,0,8,2.08,2.5,10.841481066053516
Apple,Ultrabook,Mac,Intel,Intel Other,Standard,0,1,202.37276851499232,0,0,512,0,8,0.92,1.2,11.036050280573786
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i5,Standard,1,1,202.37276851499232,256,0,0,0,8,1.42,2.5,11.72918940593954
Asus,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,4,1.63,1.1,9.676084944301534
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,128,0,0,0,8,1.95,2.5,10.67262307909541
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,158.48253022174808,256,0,0,0,8,1.38,2.7,11.182697691046345
Dell,Notebook,Windows,AMD,Intel Core i3,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.0,2.0,10.580886376127934
HP,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,3.14,2.8,11.608408357131642
Asus,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.37,2.5,10.977738840291302
Dell,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.29,2.5,11.288130550906788
Dell,Notebook,Windows,Nvidia,Intel Core i5,Ultra HD,1,0,202.37276851499232,256,0,0,0,8,2.06,2.5,11.442374237019193
Dell,Netbook,Windows,Intel,Intel Other,Standard,0,0,135.0942111925629,128,0,0,0,4,1.63,1.1,10.587619215169118
HP,Netbook,Windows,Intel,Intel Core i5,Standard,0,0,125.36742798669837,256,0,0,0,8,1.26,2.6,11.211914962307114
Toshiba,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,2.1,2.3,10.634869383325988
HP,Notebook,Windows,AMD,AMD,Standard,0,0,100.45466986113651,0,2048,0,0,8,2.04,2.5,10.41971854096067
Dell,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,0,0,202.37276851499232,512,0,0,0,16,2.62,2.8,11.401524520376547
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.4,2.5,10.387424905016408
HP,Gaming,Windows,AMD,Intel Core i7,Full HD,0,1,127.33567457123111,0,1024,0,0,12,3.4999999999999996,2.8,11.442374237019193
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,512,1024,0,0,16,2.9,2.8,11.765021809697
Samsung,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,0.81,2.5,11.288130550906788
Dell,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,1.98,2.7,10.843553403061053
Dell,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.18,2.5,10.647375374799257
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.32,2.7,11.503369956164576
Razer,Ultrabook,Windows,Intel,Intel Core i7,Ultra HD,1,1,202.37276851499232,512,0,0,0,16,1.29,2.5,11.47056061419246
HP,Netbook,Other/Linux/No,Intel,Intel Other,Standard,0,0,135.0942111925629,0,0,16,0,4,1.23,1.6,9.928862858867356
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,128,1024,0,0,16,3.4999999999999996,2.8,11.801617027715183
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,111.93520355955211,0,500,0,0,4,1.76,2.3,10.602293690947752
Lenovo,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,2.1,2.0,10.169805529234134
Toshiba,Ultrabook,Windows,Intel,Intel Core i5,Standard,0,0,111.93520355955211,128,0,0,0,4,1.25,2.5,10.969507776603578
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,157.3505121487356,512,0,0,0,8,1.13,2.7,11.799216570475869
MSI,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.4,2.5,11.0648242177762
Lenovo,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,0,0,256,0,8,1.13,2.5,11.511934974596555
Toshiba,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.93520355955211,128,0,0,0,4,1.75,2.1,10.188215265161473
Asus,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,256,0,0,0,8,1.1,2.5,11.189339838172094
Dell,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,111.93520355955211,0,500,0,0,4,1.76,2.0,10.347211372761382
Acer,Netbook,Other/Linux/No,Intel,Intel Other,Standard,0,1,135.0942111925629,0,0,32,0,4,1.35,1.6,9.84771053706713
Acer,Notebook,Windows,Intel,Intel Core i3,Full HD,0,1,157.3505121487356,128,0,0,0,8,1.5,2.4,10.403686917060819
Razer,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,1,0,202.37276851499232,512,0,0,0,32,3.49,2.9,12.5878869315291
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Quad HD+,0,1,202.37276851499232,512,0,0,0,16,1.1,2.6,11.624788791448928
Asus,Notebook,Other/Linux/No,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.1,2.5,10.22748950016072
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.7,2.3,11.053917164931095
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.32,2.6,11.38410296807344
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,1024,0,0,16,3.21,2.8,11.903838537269687
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,2.9,2.8,11.766675812877338
Toshiba,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,500,0,0,4,2.0,2.4,10.48136416355173
Lenovo,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,16,0,4,1.5,1.6,9.75944395695215
Asus,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,128,0,0,8,2.3,2.5,10.355709011986066
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,512,1024,0,0,16,2.73,2.6,11.47056061419246
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,512,1024,0,0,32,3.4999999999999996,2.8,12.005943470086255
HP,Notebook,Windows,Nvidia,Intel Core i5,Standard,0,0,106.11306214269258,0,1024,0,0,8,2.63,2.5,10.789030375461502
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,128,0,0,0,8,2.18,2.5,10.546446091512786
HP,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,512,0,0,0,8,1.54,2.5,11.509268787466684
Dell,Notebook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,4,2.18,2.7,10.580886376127934
HP,2 in 1 Convertible,Other/Linux/No,Intel,Intel Other,Standard,1,0,135.0942111925629,0,0,32,0,4,1.4,1.1,10.39720770839918
Asus,Ultrabook,Windows,Nvidia,Intel Core i5,Full HD,0,1,165.6321180513006,512,0,0,0,8,1.45,2.3,10.908997222941913
HP,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,256,0,0,0,8,1.28,2.5,11.706186961802517
HP,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,512,0,0,0,8,1.54,2.5,11.267229509185507
HP,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,128,0,0,0,4,1.86,1.6,9.676084944301534
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,16,2.1,2.8,11.524656387845926
Dell,Notebook,Other/Linux/No,AMD,Intel Core i7,Full HD,0,0,127.33567457123111,0,1024,0,0,8,2.83,2.7,10.73830789141222
Lenovo,Ultrabook,Windows,Nvidia,Intel Core i7,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.96,2.8,11.526759334225725
Asus,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.3,2.7,10.643804537572464
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,128,0,0,0,8,1.9,2.5,10.82677375892267
Asus,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.0,1.1,10.082637418164447
HP,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,256,0,0,0,8,1.28,2.8,11.82294371726766
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,0,1024,0,0,8,1.62,2.3,10.451030759237282
Lenovo,Notebook,Other/Linux/No,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.2,2.0,10.126191007021934
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,141.21199808219862,0,1024,0,0,8,2.3,2.5,10.721591972500457
HP,Notebook,Windows,AMD,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.84,2.6,11.182697691046345
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,128,0,0,0,4,1.05,2.5,11.134092550662734
Lenovo,Gaming,Other/Linux/No,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,0,1024,0,0,8,2.5,2.5,10.900196306260026
Dell,Ultrabook,Windows,Intel,Intel Core i7,Quad HD+,1,0,202.37276851499232,512,0,0,0,16,1.29,2.5,11.689798874190457
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.07,2.3,10.789030375461502
Toshiba,Ultrabook,Windows,Intel,Intel Core i5,Standard,0,0,117.82653006268643,256,0,0,0,8,1.2,2.3,10.97409466479416
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,1,165.6321180513006,256,0,0,0,8,1.37,2.7,11.551155302753232
Acer,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.56,2.5,10.78020550929046
Dell,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.23,2.8,11.458817687321998
Lenovo,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,2.38,2.5,10.936867746266623
Lenovo,Notebook,Other/Linux/No,AMD,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.2,2.0,10.147296104293922
Toshiba,Notebook,Windows,Intel,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,8,2.0,2.7,11.21119855727786
Lenovo,Notebook,Windows,Intel,Intel Core i3,Full HD,0,1,165.6321180513006,180,0,0,0,4,1.44,2.4,10.575462167863272
Samsung,Ultrabook,Windows,Nvidia,Intel Core i7,Full HD,0,0,146.86047800548656,256,0,0,0,16,1.23,2.7,11.497974250517016
Dell,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,176.23257360658386,256,0,0,0,8,1.6,2.8,11.408053718734054
Asus,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.0,1.1,9.964535614101061
Xiaomi,Ultrabook,Windows,Nvidia,Intel Core i5,Full HD,0,1,165.6321180513006,256,0,0,0,8,1.28,2.3,10.816131643490086
Dell,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,4,2.18,2.5,10.79176967999097
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,4,2.04,2.5,10.70779589244357
HP,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,256,0,0,0,4,1.28,2.5,11.413955596667712
HP,2 in 1 Convertible,Windows,Intel,Intel Core i5,Standard,1,0,100.45466986113651,0,500,0,0,4,2.3,2.5,10.504711311745423
Asus,Notebook,Windows,Intel,Intel Other,Standard,0,0,111.1413368676404,0,0,32,0,4,1.65,1.1,9.827793708166928
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,0,1024,0,0,8,2.2,2.5,10.48136416355173
Dell,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,500,0,0,4,2.2,1.6,9.886392257107492
HP,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,256,0,0,0,4,1.28,2.5,11.47056061419246
Dell,Notebook,Other/Linux/No,AMD,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.0,10.097449430486758
Asus,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,127.33567457123111,128,1024,0,0,12,2.2,2.5,11.198064023844907
Acer,Netbook,Other/Linux/No,Intel,Intel Other,Standard,0,1,135.0942111925629,0,0,32,0,4,1.25,1.6,9.669346247012378
Lenovo,Notebook,Windows,AMD,AMD,Standard,0,0,106.11306214269258,0,500,0,0,4,2.8,2.2,9.913140809564267
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,128,0,0,0,4,1.95,2.5,11.118400296900399
HP,2 in 1 Convertible,Windows,Intel,Intel Core i7,Quad HD+,1,0,202.37276851499232,256,0,0,0,16,1.42,2.7,11.219091173033249
Samsung,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,146.86047800548656,256,0,0,0,8,1.17,2.7,11.413370287900637
Lenovo,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.32,2.5,11.47056061419246
MSI,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,0,1,202.37276851499232,512,2048,0,0,16,2.43,2.6,11.85750758455482
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.05,2.5,11.271987019514093
Dell,Gaming,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.62,2.8,10.809687543700113
HP,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.04,2.7,10.77797664352652
Dell,Notebook,Windows,AMD,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.0,10.395588967303839
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,0,500,0,0,8,1.9,2.6,10.816131643490086
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i7,Quad HD+,1,0,202.37276851499232,512,0,0,0,8,1.24,1.3,11.583001749353421
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,0,0,0,32,3.4999999999999996,2.7,11.129407741344888
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i7,Full HD,1,0,165.6321180513006,256,0,0,0,16,1.22,1.3,11.38349991752977
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,157.3505121487356,0,0,256,0,8,1.13,2.7,11.600679899157802
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,141.21199808219862,512,0,0,0,8,1.95,2.5,11.557793662559092
LG,Ultrabook,Windows,Intel,Intel Core i7,Full HD,1,1,141.21199808219862,512,0,0,0,16,1.08,2.7,11.624788791448928
HP,Netbook,Windows,Intel,Intel Core i7,Full HD,0,0,176.23257360658386,512,0,0,0,8,1.26,2.7,11.277392986843203
Acer,Notebook,Other/Linux/No,Intel,Intel Other,Full HD,0,1,141.21199808219862,0,0,16,0,4,2.2,1.5,9.858960787152654
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,1,141.21199808219862,128,1024,0,0,8,2.6,2.3,10.646353037838328
LG,Ultrabook,Windows,Intel,Intel Core i7,Full HD,1,1,157.3505121487356,512,0,0,0,8,0.98,2.7,11.524656387845926
Dell,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.6,2.8,11.069805217558251
HP,Ultrabook,Windows,Intel,Intel Other,Ultra HD,1,0,202.37276851499232,240,0,0,0,8,1.09,1.2,12.01472447112858
Lenovo,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,6,2.2,2.7,10.646353037838328
HP,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.04,2.7,10.902150584168144
Acer,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,0,1024,0,0,4,2.4,2.4,10.188215265161473
Lenovo,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,128,0,0,0,4,1.44,2.5,10.756646772970168
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.49,2.5,10.842517771379773
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,2.7,2.8,11.35270976335849
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,16,2.6,2.8,11.182697691046345
MSI,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.2,2.5,10.996584660516127
Dell,Notebook,Windows,AMD,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.5,10.504985344411832
HP,Ultrabook,Windows,AMD,Intel Core i7,Full HD,0,0,141.21199808219862,256,0,0,0,8,1.84,2.5,11.143382366038127
HP,Ultrabook,Windows,Intel,Intel Core i7,Quad HD+,1,0,202.37276851499232,256,0,0,0,8,1.39,2.7,11.022229212499404
Toshiba,Notebook,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,256,0,0,0,16,2.4,2.6,11.563894206696261
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,1,165.6321180513006,512,0,0,0,8,1.37,2.5,11.484906576452703
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,1.95,2.3,10.568492427149794
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,176.23257360658386,256,0,0,0,8,1.36,2.7,11.38410296807344
HP,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,8,2.31,2.3,11.036050280573786
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.5,10.53810479090567
HP,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,111.93520355955211,0,500,0,0,4,1.95,2.3,11.022229212499404
Lenovo,Notebook,Windows,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.2,1.1,9.708992194810465
HP,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,176.23257360658386,0,500,0,0,4,1.26,2.3,11.34011850054486
HP,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,100.45466986113651,0,1024,0,0,4,1.86,1.6,9.641733102094262
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Core i7,Quad HD+,1,1,202.37276851499232,1024,0,0,0,16,1.3,2.2,11.47056061419246
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,1,157.3505121487356,128,0,0,0,4,1.47,2.3,10.98317183131872
HP,Netbook,Windows,Intel,Intel Core i5,Full HD,0,0,176.23257360658386,256,0,0,0,8,1.26,2.3,11.395548596816656
Dell,Notebook,Windows,Intel,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.18,2.0,10.301021290318012
MSI,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,128,1024,0,0,8,2.2,2.8,11.0648242177762
Dell,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.36,2.5,11.37741497236152
Dell,Gaming,Windows,Nvidia,Intel Core i7,Standard,0,0,169.78089942830815,512,1024,0,0,16,3.4999999999999996,2.7,11.897827256531492
HP,Gaming,Windows,Nvidia,Intel Core i5,Full HD,0,1,127.33567457123111,128,1024,0,0,8,2.75,2.3,11.219091173033249
Asus,Notebook,Windows,Nvidia,Intel Other,Standard,0,0,106.11306214269258,0,1024,0,0,4,2.8,1.6,10.24845928021533
Acer,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,2.23,2.5,10.403686917060819
Toshiba,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,256,0,0,0,8,2.2,2.3,10.995763139986401
Lenovo,2 in 1 Convertible,Windows,Intel,Intel Other,Full HD,1,1,194.94753717542463,256,0,0,0,8,1.1,1.2,11.144929536976539
Lenovo,Gaming,Windows,AMD,AMD,Full HD,0,1,141.21199808219862,512,1024,0,0,16,2.5,2.1,10.882339852663634
Dell,Ultrabook,Windows,Intel,Intel Core i5,Full HD,1,0,176.23257360658386,256,0,0,0,8,1.36,2.5,11.270089280310282
Lenovo,Notebook,Other/Linux/No,Nvidia,Intel Core i7,Full HD,0,0,141.21199808219862,0,1024,0,0,8,2.2,2.7,10.505012743548761
Dell,Notebook,Windows,AMD,Intel Core i3,Standard,0,0,106.11306214269258,0,1024,0,0,4,2.36,2.0,10.466326711254153
Acer,Notebook,Other/Linux/No,Intel,Intel Other,Standard,0,0,111.93520355955211,0,0,32,0,4,1.68,1.6,9.830701782810475
HP,Workstation,Windows,Nvidia,Intel Core i7,Full HD,0,1,141.21199808219862,8,0,0,0,8,2.0,2.7,11.693812660226003
Dell,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.36,2.8,11.457127302039982
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.2,2.3,11.26176816720082
Asus,2 in 1 Convertible,Other/Linux/No,Intel,Intel Other,Full HD,0,0,176.23257360658386,0,0,64,0,8,1.2,1.2,11.03089783630606
Lenovo,Ultrabook,Windows,Intel,Intel Core i7,Full HD,0,1,157.3505121487356,256,0,0,0,8,1.7,2.6,11.281422067311539
Dell,Gaming,Windows,Nvidia,Intel Core i7,Ultra HD,0,1,202.37276851499232,512,1024,0,0,16,3.4999999999999996,2.8,12.031993030430218
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i5,Full HD,1,0,165.6321180513006,256,0,0,0,8,1.24,1.2,11.524656387845926
HP,2 in 1 Convertible,Windows,Intel,Intel Other,Standard,1,0,135.0942111925629,256,0,0,0,4,1.45,1.1,10.628448273058389
Dell,Ultrabook,Windows,Intel,Intel Core i7,Quad HD+,0,0,202.37276851499232,256,0,0,0,8,1.3,2.5,11.120771370921736
Acer,2 in 1 Convertible,Other/Linux/No,Intel,Intel Other,Standard,1,1,135.0942111925629,0,0,32,0,4,1.25,1.6,9.939192477156904
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,165.6321180513006,256,0,0,0,8,1.2,2.4,11.311861358798899
Lenovo,Ultrabook,Windows,Intel,Intel Core i5,Full HD,0,1,176.23257360658386,256,0,0,0,8,1.36,2.6,11.448642911070248
Acer,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,128,1024,0,0,12,2.4,2.5,10.892303576214507
Toshiba,Ultrabook,Windows,Intel,Intel Core i7,Full HD,1,0,176.23257360658386,512,0,0,0,8,1.1,2.7,11.465540313308297
HP,Notebook,Windows,Nvidia,Intel Core i5,Standard,0,0,100.45466986113651,0,1024,0,0,8,2.04,2.5,10.716704042125496
Dell,Notebook,Other/Linux/No,AMD,Intel Core i3,Standard,0,0,100.45466986113651,0,1024,0,0,4,2.25,2.0,10.11896176954543
Dell,Notebook,Windows,Intel,Intel Core i5,Standard,0,0,100.45466986113651,0,500,0,0,4,1.9,2.5,10.690967162330788
HP,Notebook,Windows,Intel,Intel Core i3,Full HD,0,0,141.21199808219862,0,500,0,0,4,2.04,2.4,10.505012743548761
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,1,127.33567457123111,256,1024,0,0,32,3.4999999999999996,2.8,12.030408876400285
Lenovo,Notebook,Windows,Nvidia,Intel Core i5,Full HD,0,0,141.21199808219862,256,0,0,0,6,2.4,2.5,10.519510678674001
Dell,2 in 1 Convertible,Windows,Intel,Intel Core i7,Quad HD+,1,0,202.37276851499232,512,0,0,0,16,1.22,1.3,11.524656387845926
Dell,Ultrabook,Windows,Intel,Intel Core i7,Standard,1,0,202.37276851499232,256,0,0,0,8,1.5,2.6,11.557793662559092
Dell,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,32,3.4999999999999996,2.6,11.912942425504665
Toshiba,Notebook,Windows,Intel,Intel Core i5,Full HD,0,0,157.3505121487356,256,0,0,0,8,1.95,2.3,11.048840287088053
Asus,Gaming,Windows,Nvidia,Intel Core i7,Full HD,0,0,127.33567457123111,256,1024,0,0,16,2.73,2.8,11.601119475706145
